year,week,area,waste_type,net_weight_kg
2012.0,1,Boralesgamuwa UC,MSW,172400.0
2012.0,1,Dehiwala MC,Non Biodegradable,807410.0
2012.0,2,Boralesgamuwa UC,MSW,119890.0
2012.0,2,Dehiwala MC,Non Biodegradable,551150.0
2012.0,5,Boralesgamuwa UC,MSW,102510.0
2012.0,5,Dehiwala MC,Non Biodegradable,457580.0
2012.0,5,Homagama PS,MSW,81570.0
2012.0,6,Boralesgamuwa UC,MSW,142640.0
2012.0,6,Dehiwala MC,Non Biodegradable,801840.0
2012.0,6,Homagama PS,MSW,167000.0
2012.0,9,Boralesgamuwa UC,MSW,80660.0
2012.0,9,Dehiwala MC,Non Biodegradable,402370.0
2012.0,9,Homagama PS,MSW,81620.0
2012.0,10,Boralesgamuwa UC,MSW,159390.0
2012.0,10,Dehiwala MC,Non Biodegradable,820950.0
2012.0,10,Homagama PS,MSW,152330.0
2012.0,11,Boralesgamuwa UC,MSW,29930.0
2012.0,11,Dehiwala MC,Non Biodegradable,119570.0
2012.0,11,Homagama PS,MSW,19440.0
2012.0,13,Boralesgamuwa UC,MSW,7450.0
2012.0,13,Dehiwala MC,Non Biodegradable,79430.0
2012.0,14,Boralesgamuwa UC,MSW,172340.0
2012.0,14,Dehiwala MC,Non Biodegradable,879110.0
2012.0,14,Homagama PS,MSW,148420.0
2012.0,15,Boralesgamuwa UC,MSW,115830.0
2012.0,15,Dehiwala MC,Non Biodegradable,550780.0
2012.0,15,Homagama PS,MSW,114270.0
2012.0,18,Boralesgamuwa UC,MSW,145480.0
2012.0,18,Dehiwala MC,Non Biodegradable,731250.0
2012.0,18,Homagama PS,MSW,155790.0
2012.0,19,Boralesgamuwa UC,MSW,169040.0
2012.0,19,Dehiwala MC,Non Biodegradable,739960.0
2012.0,19,Homagama PS,MSW,179030.0
2012.0,22,Boralesgamuwa UC,MSW,58010.0
2012.0,22,Dehiwala MC,Non Biodegradable,329060.0
2012.0,22,Homagama PS,MSW,74950.0
2012.0,23,Boralesgamuwa UC,MSW,191050.0
2012.0,23,Dehiwala MC,Non Biodegradable,844020.0
2012.0,23,Homagama PS,MSW,225070.0
2012.0,24,Boralesgamuwa UC,MSW,52380.0
2012.0,24,Dehiwala MC,Non Biodegradable,270990.0
2012.0,24,Homagama PS,MSW,38250.0
2012.0,26,Boralesgamuwa UC,MSW,11820.0
2012.0,26,Dehiwala MC,Non Biodegradable,91180.0
2012.0,27,Boralesgamuwa UC,MSW,189790.0
2012.0,27,Dehiwala MC,Non Biodegradable,913650.0
2012.0,28,Boralesgamuwa UC,MSW,117590.0
2012.0,28,Dehiwala MC,Non Biodegradable,571530.0
2012.0,28,Homagama PS,MSW,313770.0
2012.0,31,Boralesgamuwa UC,MSW,107920.0
2012.0,31,Dehiwala MC,Non Biodegradable,532710.0
2012.0,31,Homagama PS,MSW,100240.0
2012.0,32,Boralesgamuwa UC,MSW,166170.0
2012.0,32,Dehiwala MC,Non Biodegradable,877460.0
2012.0,32,Homagama PS,MSW,167830.0
2012.0,35,Boralesgamuwa UC,MSW,35680.0
2012.0,35,Dehiwala MC,Non Biodegradable,177200.0
2012.0,36,Boralesgamuwa UC,MSW,174780.0
2012.0,36,Dehiwala MC,Non Biodegradable,972780.0
2012.0,36,Homagama PS,MSW,236670.0
2012.0,37,Boralesgamuwa UC,MSW,92650.0
2012.0,37,Dehiwala MC,Non Biodegradable,462830.0
2012.0,37,Homagama PS,MSW,71660.0
2012.0,40,Boralesgamuwa UC,MSW,167690.0
2012.0,40,Dehiwala MC,Non Biodegradable,982980.0
2012.0,40,Homagama PS,MSW,236350.0
2012.0,41,Boralesgamuwa UC,MSW,149520.0
2012.0,41,Dehiwala MC,Non Biodegradable,777810.0
2012.0,41,Homagama PS,MSW,153260.0
2012.0,44,Boralesgamuwa UC,MSW,107770.0
2012.0,44,Dehiwala MC,Non Biodegradable,603870.0
2012.0,44,Homagama PS,MSW,116970.0
2012.0,45,Boralesgamuwa UC,MSW,173220.0
2012.0,45,Dehiwala MC,Non Biodegradable,1065760.0
2012.0,45,Homagama PS,MSW,108370.0
2012.0,46,Boralesgamuwa UC,MSW,26870.0
2012.0,46,Dehiwala MC,Non Biodegradable,152860.0
2012.0,48,Boralesgamuwa UC,MSW,32640.0
2012.0,48,Dehiwala MC,Non Biodegradable,180240.0
2012.0,48,Homagama PS,MSW,35590.0
2012.0,49,Boralesgamuwa UC,MSW,170720.0
2012.0,49,Dehiwala MC,Non Biodegradable,1063460.0
2012.0,49,Homagama PS,MSW,210790.0
2012.0,50,Boralesgamuwa UC,MSW,87720.0
2012.0,50,Dehiwala MC,Non Biodegradable,460950.0
2012.0,50,Homagama PS,MSW,78540.0
2012.0,52,Boralesgamuwa UC,MSW,17340.0
2012.0,52,Dehiwala MC,Non Biodegradable,82270.0
2013.0,1,Boralesgamuwa UC,MSW,165140.0
2013.0,1,Dehiwala MC,Non Biodegradable,873680.0
2013.0,1,Homagama PS,MSW,190750.0
2013.0,2,Boralesgamuwa UC,MSW,176470.0
2013.0,2,Dehiwala MC,Non Biodegradable,1013060.0
2013.0,2,Homagama PS,MSW,146560.0
2013.0,5,Boralesgamuwa UC,MSW,45820.0
2013.0,5,Dehiwala MC,Non Biodegradable,364250.0
2013.0,5,Homagama PS,MSW,82440.0
2013.0,6,Boralesgamuwa UC,MSW,167710.0
2013.0,6,Dehiwala MC,Non Biodegradable,947640.0
2013.0,6,Homagama PS,MSW,178760.0
2013.0,7,Boralesgamuwa UC,MSW,51700.0
2013.0,7,Dehiwala MC,Non Biodegradable,304290.0
2013.0,7,Homagama PS,MSW,37250.0
2013.0,9,Boralesgamuwa UC,MSW,50910.0
2013.0,9,Dehiwala MC,Non Biodegradable,375290.0
2013.0,9,Homagama PS,MSW,62350.0
2013.0,10,Boralesgamuwa UC,MSW,160290.0
2013.0,10,Dehiwala MC,Non Biodegradable,931990.0
2013.0,10,Homagama PS,MSW,164940.0
2013.0,11,Boralesgamuwa UC,MSW,54510.0
2013.0,11,Dehiwala MC,Non Biodegradable,302910.0
2013.0,11,Homagama PS,MSW,48780.0
2013.0,14,Boralesgamuwa UC,MSW,172690.0
2013.0,14,Dehiwala MC,Non Biodegradable,817000.0
2013.0,14,Homagama PS,MSW,171690.0
2013.0,15,Boralesgamuwa UC,MSW,158000.0
2013.0,15,Dehiwala MC,Non Biodegradable,790010.0
2013.0,15,Homagama PS,MSW,118040.0
2013.0,18,Boralesgamuwa UC,MSW,119680.0
2013.0,18,Dehiwala MC,Non Biodegradable,829330.0
2013.0,18,Homagama PS,MSW,55150.0
2013.0,19,Boralesgamuwa UC,MSW,183320.0
2013.0,19,Dehiwala MC,Non Biodegradable,983660.0
2013.0,19,Homagama PS,MSW,277010.0
2013.0,22,Boralesgamuwa UC,MSW,28190.0
2013.0,22,Dehiwala MC,Non Biodegradable,276910.0
2013.0,22,Homagama PS,MSW,20550.0
2013.0,23,Boralesgamuwa UC,MSW,190230.0
2013.0,23,Dehiwala MC,Non Biodegradable,1079300.0
2013.0,23,Homagama PS,MSW,288740.0
2013.0,24,Boralesgamuwa UC,MSW,87980.0
2013.0,24,Dehiwala MC,Non Biodegradable,513680.0
2013.0,24,Homagama PS,MSW,31570.0
2013.0,27,Boralesgamuwa UC,MSW,184540.0
2013.0,27,Dehiwala MC,Non Biodegradable,1020230.0
2013.0,27,Homagama PS,MSW,193480.0
2013.0,28,Boralesgamuwa UC,MSW,147420.0
2013.0,28,Dehiwala MC,Non Biodegradable,786490.0
2013.0,28,Homagama PS,MSW,67150.0
2013.0,31,Boralesgamuwa UC,MSW,98240.0
2013.0,31,Dehiwala MC,Non Biodegradable,553700.0
2013.0,31,Homagama PS,MSW,136680.0
2013.0,32,Boralesgamuwa UC,MSW,170560.0
2013.0,32,Dehiwala MC,Non Biodegradable,1000640.0
2013.0,32,Homagama PS,MSW,194580.0
2013.0,33,Boralesgamuwa UC,MSW,26560.0
2013.0,33,Dehiwala MC,Non Biodegradable,151560.0
2013.0,35,Boralesgamuwa UC,MSW,6810.0
2013.0,35,Dehiwala MC,Non Biodegradable,76080.0
2013.0,36,Boralesgamuwa UC,MSW,178480.0
2013.0,36,Dehiwala MC,Non Biodegradable,974570.0
2013.0,36,Homagama PS,MSW,213630.0
2013.0,37,Boralesgamuwa UC,MSW,119500.0
2013.0,37,Dehiwala MC,Non Biodegradable,618750.0
2013.0,37,Homagama PS,MSW,102410.0
2013.0,40,Boralesgamuwa UC,MSW,154730.0
2013.0,40,Dehiwala MC,Non Biodegradable,810330.0
2013.0,40,Homagama PS,MSW,91900.0
2013.0,41,Boralesgamuwa UC,MSW,188570.0
2013.0,41,Dehiwala MC,Non Biodegradable,905450.0
2013.0,41,Homagama PS,MSW,193850.0
2013.0,44,Boralesgamuwa UC,MSW,56460.0
2013.0,44,Dehiwala MC,Non Biodegradable,400090.0
2013.0,44,Homagama PS,MSW,77130.0
2013.0,45,Boralesgamuwa UC,MSW,198980.0
2013.0,45,Dehiwala MC,Non Biodegradable,1020500.0
2013.0,45,Homagama PS,MSW,169530.0
2013.0,46,Boralesgamuwa UC,MSW,70850.0
2013.0,46,Dehiwala MC,Non Biodegradable,331270.0
2013.0,46,Homagama PS,MSW,82010.0
2013.0,48,Boralesgamuwa UC,MSW,16820.0
2013.0,48,Dehiwala MC,Non Biodegradable,104300.0
2013.0,48,Homagama PS,MSW,48840.0
2013.0,49,Boralesgamuwa UC,MSW,186380.0
2013.0,49,Dehiwala MC,Non Biodegradable,980820.0
2013.0,49,Homagama PS,MSW,178390.0
2013.0,50,Boralesgamuwa UC,MSW,110940.0
2013.0,50,Dehiwala MC,Non Biodegradable,559240.0
2013.0,50,Homagama PS,MSW,123900.0
2014.0,1,Boralesgamuwa UC,MSW,127580.0
2014.0,1,Dehiwala MC,Non Biodegradable,640570.0
2014.0,1,Homagama PS,MSW,171990.0
2014.0,2,Boralesgamuwa UC,MSW,189170.0
2014.0,2,Dehiwala MC,Biodegradable,1330.0
2014.0,2,Dehiwala MC,Non Biodegradable,1047780.0
2014.0,2,Dehiwala MC,Sorted Organic Waste,1330.0
2014.0,2,Homagama PS,MSW,533390.0
2014.0,2,Moratuwa MC,Sorted Organic Waste,42110.0
2014.0,5,Boralesgamuwa UC,MSW,30850.0
2014.0,5,Dehiwala MC,Non Biodegradable,231170.0
2014.0,5,Homagama PS,MSW,8430.0
2014.0,6,Boralesgamuwa UC,MSW,165230.0
2014.0,6,Dehiwala MC,Non Biodegradable,857540.0
2014.0,6,Homagama PS,MSW,150180.0
2014.0,7,Boralesgamuwa UC,MSW,79420.0
2014.0,7,Dehiwala MC,Non Biodegradable,476230.0
2014.0,7,Homagama PS,MSW,73200.0
2014.0,7,Moratuwa MC,Sorted Organic Waste,9860.0
2014.0,9,Boralesgamuwa UC,MSW,45710.0
2014.0,9,Dehiwala MC,Non Biodegradable,259490.0
2014.0,9,Homagama PS,MSW,100150.0
2014.0,10,Boralesgamuwa UC,MSW,180690.0
2014.0,10,Dehiwala MC,Non Biodegradable,1042280.0
2014.0,10,Homagama PS,MSW,134080.0
2014.0,11,Boralesgamuwa UC,MSW,94270.0
2014.0,11,Dehiwala MC,Non Biodegradable,440060.0
2014.0,11,Homagama PS,MSW,53910.0
2014.0,11,Moratuwa MC,Sorted Organic Waste,32260.0
2014.0,14,Boralesgamuwa UC,MSW,151340.0
2014.0,14,Dehiwala MC,Non Biodegradable,923130.0
2014.0,14,Homagama PS,MSW,127880.0
2014.0,15,Boralesgamuwa UC,MSW,206250.0
2014.0,15,Dehiwala MC,Non Biodegradable,1053780.0
2014.0,15,Homagama PS,MSW,198320.0
2014.0,15,Moratuwa MC,Sorted Organic Waste,41130.0
2014.0,18,Boralesgamuwa UC,MSW,89020.0
2014.0,18,Dehiwala MC,Non Biodegradable,441080.0
2014.0,18,Homagama PS,MSW,68960.0
2014.0,19,Boralesgamuwa UC,MSW,178590.0
2014.0,19,Dehiwala MC,Non Biodegradable,1048670.0
2014.0,19,Homagama PS,MSW,136520.0
2014.0,19,Moratuwa MC,Sorted Organic Waste,55440.0
2014.0,20,Boralesgamuwa UC,MSW,30630.0
2014.0,20,Dehiwala MC,Non Biodegradable,137080.0
2014.0,20,Homagama PS,MSW,51720.0
2014.0,22,Boralesgamuwa UC,MSW,12900.0
2014.0,22,Dehiwala MC,Non Biodegradable,111600.0
2014.0,22,Homagama PS,MSW,74580.0
2014.0,23,Boralesgamuwa UC,MSW,227740.0
2014.0,23,Dehiwala MC,Biodegradable,4230.0
2014.0,23,Dehiwala MC,Non Biodegradable,1133850.0
2014.0,23,Dehiwala MC,Sorted Organic Waste,4230.0
2014.0,23,Homagama PS,MSW,248590.0
2014.0,24,Boralesgamuwa UC,MSW,131970.0
2014.0,24,Dehiwala MC,Biodegradable,2840.0
2014.0,24,Dehiwala MC,Non Biodegradable,618150.0
2014.0,24,Dehiwala MC,Sorted Organic Waste,2840.0
2014.0,24,Homagama PS,MSW,59360.0
2014.0,24,Moratuwa MC,Sorted Organic Waste,40120.0
2014.0,27,Boralesgamuwa UC,MSW,161000.0
2014.0,27,Dehiwala MC,Biodegradable,10600.0
2014.0,27,Dehiwala MC,Non Biodegradable,831260.0
2014.0,27,Dehiwala MC,Sorted Organic Waste,13180.0
2014.0,27,Homagama PS,MSW,260000.0
2014.0,28,Boralesgamuwa UC,MSW,171650.0
2014.0,28,Dehiwala MC,Biodegradable,2110.0
2014.0,28,Dehiwala MC,Non Biodegradable,858330.0
2014.0,28,Dehiwala MC,Sorted Organic Waste,2110.0
2014.0,28,Homagama PS,MSW,189190.0
2014.0,28,Moratuwa MC,Sorted Organic Waste,57490.0
2014.0,31,Boralesgamuwa UC,MSW,80040.0
2014.0,31,Dehiwala MC,Biodegradable,1600.0
2014.0,31,Dehiwala MC,Non Biodegradable,423080.0
2014.0,31,Dehiwala MC,Sorted Organic Waste,2440.0
2014.0,31,Homagama PS,MSW,89170.0
2014.0,32,Boralesgamuwa UC,MSW,208850.0
2014.0,32,Dehiwala MC,Biodegradable,3470.0
2014.0,32,Dehiwala MC,Non Biodegradable,1070650.0
2014.0,32,Dehiwala MC,Sorted Organic Waste,3470.0
2014.0,32,Homagama PS,MSW,163860.0
2014.0,32,Moratuwa MC,Sorted Organic Waste,17220.0
2014.0,33,Boralesgamuwa UC,MSW,64250.0
2014.0,33,Dehiwala MC,Biodegradable,3490.0
2014.0,33,Dehiwala MC,Non Biodegradable,342360.0
2014.0,33,Dehiwala MC,Sorted Organic Waste,5450.0
2014.0,33,Homagama PS,MSW,64550.0
2014.0,33,Moratuwa MC,Sorted Organic Waste,35260.0
2014.0,36,Boralesgamuwa UC,MSW,217810.0
2014.0,36,Dehiwala MC,Biodegradable,3100.0
2014.0,36,Dehiwala MC,Non Biodegradable,1183340.0
2014.0,36,Dehiwala MC,Sorted Organic Waste,3100.0
2014.0,36,Homagama PS,MSW,244100.0
2014.0,37,Boralesgamuwa UC,MSW,151040.0
2014.0,37,Dehiwala MC,Biodegradable,3540.0
2014.0,37,Dehiwala MC,Non Biodegradable,791760.0
2014.0,37,Dehiwala MC,Sorted Organic Waste,3540.0
2014.0,37,Homagama PS,MSW,141110.0
2014.0,37,Moratuwa MC,Sorted Organic Waste,19240.0
2014.0,40,Boralesgamuwa UC,MSW,147340.0
2014.0,40,Dehiwala MC,Biodegradable,4420.0
2014.0,40,Dehiwala MC,Non Biodegradable,825920.0
2014.0,40,Dehiwala MC,Sorted Organic Waste,4420.0
2014.0,40,Homagama PS,MSW,119530.0
2014.0,41,Boralesgamuwa UC,MSW,216320.0
2014.0,41,Dehiwala MC,Biodegradable,8320.0
2014.0,41,Dehiwala MC,Non Biodegradable,1033180.0
2014.0,41,Dehiwala MC,Sorted Organic Waste,8320.0
2014.0,41,Homagama PS,MSW,167030.0
2014.0,41,Moratuwa MC,Sorted Organic Waste,52650.0
2014.0,44,Boralesgamuwa UC,MSW,50300.0
2014.0,44,Dehiwala MC,Biodegradable,2350.0
2014.0,44,Dehiwala MC,Non Biodegradable,254540.0
2014.0,44,Dehiwala MC,Sorted Organic Waste,2350.0
2014.0,44,Homagama PS,MSW,56510.0
2014.0,45,Boralesgamuwa UC,MSW,210430.0
2014.0,45,Dehiwala MC,Biodegradable,2650.0
2014.0,45,Dehiwala MC,Non Biodegradable,1100160.0
2014.0,45,Dehiwala MC,Sorted Organic Waste,2650.0
2014.0,45,Homagama PS,MSW,162500.0
2014.0,45,Homagama PS,Sorted Organic Waste,1980.0
2014.0,46,Boralesgamuwa UC,MSW,105280.0
2014.0,46,Dehiwala MC,Biodegradable,3010.0
2014.0,46,Dehiwala MC,Non Biodegradable,496630.0
2014.0,46,Dehiwala MC,Sorted Organic Waste,5390.0
2014.0,46,Homagama PS,MSW,114050.0
2014.0,46,Homagama PS,Sorted Organic Waste,1920.0
2014.0,46,Moratuwa MC,Sorted Organic Waste,62320.0
2014.0,49,Boralesgamuwa UC,MSW,204720.0
2014.0,49,Dehiwala MC,Biodegradable,4060.0
2014.0,49,Dehiwala MC,Non Biodegradable,1069560.0
2014.0,49,Dehiwala MC,Sorted Organic Waste,6450.0
2014.0,49,Homagama PS,MSW,145230.0
2014.0,49,Homagama PS,Sorted Organic Waste,3700.0
2014.0,49,Moratuwa MC,Sorted Organic Waste,257150.0
2014.0,50,Boralesgamuwa UC,MSW,173630.0
2014.0,50,Dehiwala MC,Biodegradable,3320.0
2014.0,50,Dehiwala MC,Non Biodegradable,875200.0
2014.0,50,Dehiwala MC,Sorted Organic Waste,3320.0
2014.0,50,Homagama PS,MSW,161500.0
2014.0,50,Homagama PS,Sorted Organic Waste,4330.0
2014.0,50,Moratuwa MC,Sorted Organic Waste,288280.0
2015.0,1,Boralesgamuwa UC,MSW,110860.0
2015.0,1,Dehiwala MC,MSW,539520.0
2015.0,1,Homagama PS,MSW,139670.0
2015.0,1,Moratuwa MC,Bulky Waste,1750.0
2015.0,1,Moratuwa MC,MSW,244200.0
2015.0,1,Moratuwa MC,Sanitary Waste,770.0
2015.0,1,Moratuwa MC,Slaghter House Waste,5990.0
2015.0,1,Moratuwa MC,Sorted Organic Waste,93220.0
2015.0,2,Boralesgamuwa UC,MSW,180230.0
2015.0,2,Dehiwala MC,MSW,910970.0
2015.0,2,Homagama PS,MSW,193370.0
2015.0,2,Moratuwa MC,Bulky Waste,11000.0
2015.0,2,Moratuwa MC,Industrial Waste,990.0
2015.0,2,Moratuwa MC,MSW,434960.0
2015.0,2,Moratuwa MC,Sanitary Waste,960.0
2015.0,2,Moratuwa MC,Slaghter House Waste,9240.0
2015.0,2,Moratuwa MC,Sorted Organic Waste,164430.0
2015.0,3,Boralesgamuwa UC,MSW,30480.0
2015.0,3,Dehiwala MC,MSW,175040.0
2015.0,3,Homagama PS,MSW,10750.0
2015.0,3,Moratuwa MC,Bulky Waste,1650.0
2015.0,3,Moratuwa MC,Industrial Waste,1890.0
2015.0,3,Moratuwa MC,MSW,56730.0
2015.0,3,Moratuwa MC,Slaghter House Waste,930.0
2015.0,3,Moratuwa MC,Sorted Organic Waste,51100.0
2015.0,5,Boralesgamuwa UC,MSW,14260.0
2015.0,5,Dehiwala MC,MSW,159380.0
2015.0,5,Homagama PS,MSW,46900.0
2015.0,5,Moratuwa MC,MSW,92880.0
2015.0,5,Moratuwa MC,Slaghter House Waste,1970.0
2015.0,6,Boralesgamuwa UC,MSW,176180.0
2015.0,6,Dehiwala MC,MSW,1059250.0
2015.0,6,Homagama PS,MSW,47200.0
2015.0,6,Moratuwa MC,Bulky Waste,13550.0
2015.0,6,Moratuwa MC,Industrial Waste,4590.0
2015.0,6,Moratuwa MC,MSW,409240.0
2015.0,6,Moratuwa MC,Slaghter House Waste,10940.0
2015.0,6,Moratuwa MC,Sorted Organic Waste,204960.0
2015.0,7,Boralesgamuwa UC,MSW,132710.0
2015.0,7,Dehiwala MC,MSW,704990.0
2015.0,7,Homagama PS,MSW,93060.0
2015.0,7,Moratuwa MC,Bulky Waste,5830.0
2015.0,7,Moratuwa MC,Industrial Waste,4200.0
2015.0,7,Moratuwa MC,Indutrial Sludge Waste,5360.0
2015.0,7,Moratuwa MC,MSW,122070.0
2015.0,7,Moratuwa MC,Sanitary Waste,1290.0
2015.0,7,Moratuwa MC,Slaghter House Waste,3100.0
2015.0,7,Moratuwa MC,Sorted Organic Waste,194390.0
2015.0,9,Boralesgamuwa UC,MSW,10820.0
2015.0,9,Dehiwala MC,MSW,153870.0
2015.0,9,Homagama PS,MSW,33070.0
2015.0,9,Moratuwa MC,Industrial Waste,1080.0
2015.0,9,Moratuwa MC,MSW,94660.0
2015.0,9,Moratuwa MC,Slaghter House Waste,440.0
2015.0,10,Boralesgamuwa UC,MSW,196460.0
2015.0,10,Dehiwala MC,MSW,938160.0
2015.0,10,Homagama PS,MSW,59370.0
2015.0,10,Moratuwa MC,Bulky Waste,15420.0
2015.0,10,Moratuwa MC,Industrial Waste,11350.0
2015.0,10,Moratuwa MC,MSW,357920.0
2015.0,10,Moratuwa MC,Sanitary Waste,690.0
2015.0,10,Moratuwa MC,Slaghter House Waste,11420.0
2015.0,10,Moratuwa MC,Soil With Waste,14930.0
2015.0,10,Moratuwa MC,Sorted Organic Waste,210050.0
2015.0,10,Moratuwa MC,Special Waste,5090.0
2015.0,11,Boralesgamuwa UC,MSW,113820.0
2015.0,11,Dehiwala MC,MSW,502250.0
2015.0,11,Homagama PS,MSW,189760.0
2015.0,11,Homagama PS,Sorted Organic Waste,3280.0
2015.0,11,Moratuwa MC,Bulky Waste,3370.0
2015.0,11,Moratuwa MC,Industrial Waste,10680.0
2015.0,11,Moratuwa MC,Indutrial Sludge Waste,5510.0
2015.0,11,Moratuwa MC,MSW,87340.0
2015.0,11,Moratuwa MC,Sanitary Waste,660.0
2015.0,11,Moratuwa MC,Slaghter House Waste,4570.0
2015.0,11,Moratuwa MC,Soil With Waste,15730.0
2015.0,11,Moratuwa MC,Sorted Organic Waste,184240.0
2015.0,14,Boralesgamuwa UC,MSW,141930.0
2015.0,14,Dehiwala MC,MSW,646220.0
2015.0,14,Homagama PS,MSW,161320.0
2015.0,14,Moratuwa MC,Bulky Waste,12960.0
2015.0,14,Moratuwa MC,Industrial Waste,1310.0
2015.0,14,Moratuwa MC,MSW,441110.0
2015.0,14,Moratuwa MC,Sanitary Waste,960.0
2015.0,14,Moratuwa MC,Slaghter House Waste,6260.0
2015.0,14,Moratuwa MC,Soil With Waste,9190.0
2015.0,14,Moratuwa MC,Sorted Organic Waste,144950.0
2015.0,15,Boralesgamuwa UC,MSW,243590.0
2015.0,15,Dehiwala MC,MSW,985440.0
2015.0,15,Homagama PS,MSW,264550.0
2015.0,15,Moratuwa MC,Bulky Waste,5480.0
2015.0,15,Moratuwa MC,Industrial Waste,18750.0
2015.0,15,Moratuwa MC,MSW,591540.0
2015.0,15,Moratuwa MC,Polythyne & Regiform,710.0
2015.0,15,Moratuwa MC,Sanitary Waste,1720.0
2015.0,15,Moratuwa MC,Saw Dust,2420.0
2015.0,15,Moratuwa MC,Slaghter House Waste,1990.0
2015.0,15,Moratuwa MC,Soil With Waste,27170.0
2015.0,15,Moratuwa MC,Sorted Organic Waste,213170.0
2015.0,18,Boralesgamuwa UC,MSW,70100.0
2015.0,18,Dehiwala MC,MSW,444970.0
2015.0,18,Homagama PS,MSW,82320.0
2015.0,18,Moratuwa MC,Bulky Waste,6600.0
2015.0,18,Moratuwa MC,Industrial Waste,2190.0
2015.0,18,Moratuwa MC,MSW,345860.0
2015.0,18,Moratuwa MC,Slaghter House Waste,3920.0
2015.0,18,Moratuwa MC,Soil With Waste,12430.0
2015.0,18,Moratuwa MC,Sorted Organic Waste,7500.0
2015.0,19,Boralesgamuwa UC,MSW,189730.0
2015.0,19,Dehiwala MC,MSW,908490.0
2015.0,19,Homagama PS,MSW,143150.0
2015.0,19,Moratuwa MC,Bulky Waste,13770.0
2015.0,19,Moratuwa MC,Industrial Waste,4070.0
2015.0,19,Moratuwa MC,MSW,471590.0
2015.0,19,Moratuwa MC,Sanitary Waste,1860.0
2015.0,19,Moratuwa MC,Slaghter House Waste,3720.0
2015.0,19,Moratuwa MC,Sorted Organic Waste,114990.0
2015.0,20,Boralesgamuwa UC,MSW,4580.0
2015.0,20,Dehiwala MC,MSW,233400.0
2015.0,20,Moratuwa MC,MSW,1990.0
2015.0,23,Boralesgamuwa UC,MSW,216900.0
2015.0,23,Dehiwala MC,MSW,1214400.0
2015.0,23,Homagama PS,MSW,143310.0
2015.0,23,Moratuwa MC,Bulky Waste,15540.0
2015.0,23,Moratuwa MC,Industrial Waste,5560.0
2015.0,23,Moratuwa MC,MSW,295630.0
2015.0,23,Moratuwa MC,Sanitary Waste,1550.0
2015.0,23,Moratuwa MC,Slaghter House Waste,7100.0
2015.0,23,Moratuwa MC,Soil With Waste,36410.0
2015.0,23,Moratuwa MC,Sorted Organic Waste,211670.0
2015.0,24,Boralesgamuwa UC,MSW,206850.0
2015.0,24,Dehiwala MC,MSW,505550.0
2015.0,24,Homagama PS,MSW,116490.0
2015.0,24,Moratuwa MC,Bulky Waste,24090.0
2015.0,24,Moratuwa MC,Industrial Waste,9400.0
2015.0,24,Moratuwa MC,Indutrial Sludge Waste,2310.0
2015.0,24,Moratuwa MC,MSW,95690.0
2015.0,24,Moratuwa MC,Sanitary Waste,1060.0
2015.0,24,Moratuwa MC,Slaghter House Waste,5490.0
2015.0,24,Moratuwa MC,Soil With Waste,6910.0
2015.0,24,Moratuwa MC,Sorted Organic Waste,222700.0
2015.0,27,Boralesgamuwa UC,MSW,127940.0
2015.0,27,Dehiwala MC,MSW,835450.0
2015.0,27,Homagama PS,MSW,169520.0
2015.0,27,Moratuwa MC,Bulky Waste,21030.0
2015.0,27,Moratuwa MC,Industrial Waste,7960.0
2015.0,27,Moratuwa MC,MSW,288260.0
2015.0,27,Moratuwa MC,Sanitary Waste,760.0
2015.0,27,Moratuwa MC,Slaghter House Waste,6630.0
2015.0,27,Moratuwa MC,Soil With Waste,26560.0
2015.0,27,Moratuwa MC,Sorted Organic Waste,138790.0
2015.0,28,Boralesgamuwa UC,MSW,230600.0
2015.0,28,Dehiwala MC,MSW,887130.0
2015.0,28,Homagama PS,MSW,259590.0
2015.0,28,Moratuwa MC,Bulky Waste,9520.0
2015.0,28,Moratuwa MC,Industrial Waste,12930.0
2015.0,28,Moratuwa MC,MSW,260120.0
2015.0,28,Moratuwa MC,Sanitary Waste,880.0
2015.0,28,Moratuwa MC,Slaghter House Waste,9190.0
2015.0,28,Moratuwa MC,Soil,11390.0
2015.0,28,Moratuwa MC,Soil With Waste,5600.0
2015.0,28,Moratuwa MC,Sorted Organic Waste,229760.0
2015.0,31,Boralesgamuwa UC,MSW,38480.0
2015.0,31,Dehiwala MC,MSW,185820.0
2015.0,31,Homagama PS,MSW,64000.0
2015.0,31,Moratuwa MC,Bulky Waste,3950.0
2015.0,31,Moratuwa MC,MSW,163350.0
2015.0,31,Moratuwa MC,Slaghter House Waste,3340.0
2015.0,31,Moratuwa MC,Sorted Organic Waste,4620.0
2015.0,32,Boralesgamuwa UC,MSW,226510.0
2015.0,32,Dehiwala MC,MSW,1148180.0
2015.0,32,Homagama PS,MSW,237580.0
2015.0,32,Moratuwa MC,Bulky Waste,22950.0
2015.0,32,Moratuwa MC,C&D Waste,12690.0
2015.0,32,Moratuwa MC,Industrial Waste,11090.0
2015.0,32,Moratuwa MC,Indutrial Sludge Waste,19910.0
2015.0,32,Moratuwa MC,MSW,738690.0
2015.0,32,Moratuwa MC,Sanitary Waste,1060.0
2015.0,32,Moratuwa MC,Slaghter House Waste,16540.0
2015.0,32,Moratuwa MC,Soil With Waste,30970.0
2015.0,32,Moratuwa MC,Sorted Organic Waste,234620.0
